school_name,f_address,Match_addr,Longitude,Latitude,Addr_type,Score,Status,Region,RegionAbbr,Subregion,MetroArea,City,Nbrhd,geometry,Match_type,LongLabel,ShortLabel,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,District,Territory,Zone,Postal,PostalExt,Country,CntryName,LangCode,Distance,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo
Renaissance West STEAM Academy,"3241 New Renaissance Way, Charlotte, NC 28208","3241 New Renaissance Way, Charlotte, North Carolina, 28208",-80.92019091332409,35.208248251428444,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.92019091299994 35.20824825100004),A,"3241 New Renaissance Way, Charlotte, NC, 28208, USA",3241 New Renaissance Way,,,"3241 New Renaissance Way, Charlotte, North Carolina, 28208",,,20.0,,3241,,,,,,,New Renaissance,Way,,,,,,,,,3241 New Renaissance Way,,,,,,28208,6633,USA,United States,ENG,0.0,-80.9207955,35.20794600000001,-80.9217955,-80.91979549999999,35.20694600000001,35.208946000000005,
Ridge Road Middle,"7260 Highland Creek Pkwy, Charlotte, NC 28269","7260 Highland Creek Pkwy, Charlotte, North Carolina, 28269",-80.761824,35.37633600000001,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.76182399999999 35.37633600000004),A,"7260 Highland Creek Pkwy, Charlotte, NC, 28269, USA",7260 Highland Creek Pkwy,,,"7260 Highland Creek Pkwy, Charlotte, North Carolina, 28269",,,20.0,,7260,,,,,,,Highland Creek,Pkwy,,,,,,,,,7260 Highland Creek Pkwy,,,,,,28269,0805,USA,United States,ENG,0.0,-80.761824,35.37633600000001,-80.76282400000001,-80.760824,35.37533600000001,35.37733600000001,
River Gate Elementary,"15340 Smith Rd, Charlotte, NC 28273","15340 Smith Rd, Charlotte, North Carolina, 28273",-80.97640853130535,35.087535,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.97640853099995 35.08753500000006),A,"15340 Smith Rd, Charlotte, NC, 28273, USA",15340 Smith Rd,,,"15340 Smith Rd, Charlotte, North Carolina, 28273",,,20.0,,15340,,,,,,,Smith,Rd,,,,,,,,,15340 Smith Rd,,,,,,28273,6842,USA,United States,ENG,0.0,-80.977266,35.087535,-80.978266,-80.976266,35.086535000000005,35.088535,
River Oaks Academy,"1015 Mt Holly-Huntersville Rd, Charlotte, NC 28214","1015 MT Holly Huntersville Rd, Charlotte, North Carolina, 28214",-80.97895799999999,35.308323,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.97895799999998 35.30832300000003),A,"1015 MT Holly Huntersville Rd, Charlotte, NC, 28214, USA",1015 MT Holly Huntersville Rd,,,"1015 MT Holly Huntersville Rd, Charlotte, North Carolina, 28214",,,20.0,,1015,,,,,,,MT Holly Huntersville,Rd,,,,,,,,,1015 MT Holly Huntersville Rd,,,,,,28214,9317,USA,United States,ENG,0.0,-80.97895799999999,35.308323,-80.979958,-80.97795799999999,35.307323000000004,35.309323,
Rocky River High School,"10505 Clear Creek Commerce Dr, Mint Hill, NC 28227","10505 Clear Creek Commerce Dr, Charlotte, North Carolina, 28227",-80.6401395,35.213913000000005,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.64013949999998 35.21391300000005),A,"10505 Clear Creek Commerce Dr, Charlotte, NC, 28227, USA",10505 Clear Creek Commerce Dr,,,"10505 Clear Creek Commerce Dr, Charlotte, North Carolina, 28227",,,20.0,,10505,,,,,,,Clear Creek Commerce,Dr,,,,,,,,,10505 Clear Creek Commerce Dr,,,,,,28227,7078,USA,United States,ENG,0.0,-80.6401395,35.213913000000005,-80.64113950000001,-80.6391395,35.21291300000001,35.214913,
Sedgefield Middle,"2700 Dorchester Pl, Charlotte, NC 28209","2700 Dorchester Pl, Charlotte, North Carolina, 28209",-80.85753086107209,35.19711341768153,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.85753086099999 35.19711341800007),A,"2700 Dorchester Pl, Charlotte, NC, 28209, USA",2700 Dorchester Pl,,,"2700 Dorchester Pl, Charlotte, North Carolina, 28209",,,20.0,,2700,,,,,,,Dorchester,Pl,,,,,,,,,2700 Dorchester Pl,,,,,,28209,1213,USA,United States,ENG,0.0,-80.855901,35.19684000000001,-80.85690100000001,-80.854901,35.19584000000001,35.19784000000001,
Selwyn Elementary,"2840 Colony Rd, Charlotte, NC 28211","2840 Colony Rd, Charlotte, North Carolina, 28211",-80.834715,35.167563,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.83471499999996 35.16756300000003),A,"2840 Colony Rd, Charlotte, NC, 28211, USA",2840 Colony Rd,,,"2840 Colony Rd, Charlotte, North Carolina, 28211",,,20.0,,2840,,,,,,,Colony,Rd,,,,,,,,,2840 Colony Rd,,,,,,28211,2634,USA,United States,ENG,0.0,-80.834715,35.167563,-80.83571500000001,-80.833715,35.166563000000004,35.168563,
Sharon Elementary,"4330 Foxcroft Rd, Charlotte, NC 28211","4330 Foxcroft Rd, Charlotte, North Carolina, 28211",-80.81538498822673,35.153074267008996,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.81538498799995 35.15307426700008),A,"4330 Foxcroft Rd, Charlotte, NC, 28211, USA",4330 Foxcroft Rd,,,"4330 Foxcroft Rd, Charlotte, North Carolina, 28211",,,20.0,,4330,,,,,,,Foxcroft,Rd,,,,,,,,,4330 Foxcroft Rd,,,,,,28211,3844,USA,United States,ENG,0.0,-80.817084,35.153172,-80.818084,-80.81608399999999,35.152172,35.154171999999996,
Smithfield Elementary,"3200 Smithfield Church Rd, Charlotte, NC 28210","3200 Smithfield Church Rd, Charlotte, North Carolina, 28210",-80.85057070976346,35.11099031303047,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.85057070999994 35.11099031300006),A,"3200 Smithfield Church Rd, Charlotte, NC, 28210, USA",3200 Smithfield Church Rd,,,"3200 Smithfield Church Rd, Charlotte, North Carolina, 28210",,,20.0,,3200,,,,,,,Smithfield Church,Rd,,,,,,,,,3200 Smithfield Church Rd,,,,,,28210,5908,USA,United States,ENG,0.0,-80.851383,35.11054800000001,-80.852383,-80.850383,35.10954800000001,35.111548000000006,
South Charlotte Middle,"8040 Strawberry Ln, Charlotte, NC 28277","8040 Strawberry Ln, Charlotte, North Carolina, 28277",-80.79743735512626,35.09077139687816,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.79743735499994 35.09077139700003),A,"8040 Strawberry Ln, Charlotte, NC, 28277, USA",8040 Strawberry Ln,,,"8040 Strawberry Ln, Charlotte, North Carolina, 28277",,,20.0,,8040,,,,,,,Strawberry,Ln,,,,,,,,,8040 Strawberry Ln,,,,,,28277,8600,USA,United States,ENG,0.0,-80.798958,35.090631,-80.799958,-80.797958,35.089631000000004,35.091631,
Southwest Middle School,"13624 Steele Creek Rd, Charlotte, NC 28273","13624 Steele Creek Rd, Charlotte, North Carolina, 28273",-80.9908875,35.107173,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.99088749999999 35.10717300000005),A,"13624 Steele Creek Rd, Charlotte, NC, 28273, USA",13624 Steele Creek Rd,,,"13624 Steele Creek Rd, Charlotte, North Carolina, 28273",,,20.0,,13624,,,,,,,Steele Creek,Rd,,,,,,,,,13624 Steele Creek Rd,,,,,,28273,6840,USA,United States,ENG,0.0,-80.9908875,35.107173,-80.9918875,-80.9898875,35.106173000000005,35.108173,
Starmount Academy of Excellen,"1600 Brookdale Ave, Charlotte, NC 28210","1600 Brookdale Ave, Charlotte, North Carolina, 28210",-80.87137511192267,35.14014007628855,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.87137511199995 35.14014007600008),A,"1600 Brookdale Ave, Charlotte, NC, 28210, USA",1600 Brookdale Ave,,,"1600 Brookdale Ave, Charlotte, North Carolina, 28210",,,20.0,,1600,,,,,,,Brookdale,Ave,,,,,,,,,1600 Brookdale Ave,,,,,,28210,5312,USA,United States,ENG,0.0,-80.8706655,35.139753,-80.8716655,-80.8696655,35.138753,35.140753,
Steele Creek Elementary,"4100 Gallant Ln, Charlotte, NC 28273","4100 Gallant Ln, Charlotte, North Carolina, 28273",-80.95656576998144,35.156650973945176,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.95656576999994 35.15665097400006),A,"4100 Gallant Ln, Charlotte, NC, 28273, USA",4100 Gallant Ln,,,"4100 Gallant Ln, Charlotte, North Carolina, 28273",,,20.0,,4100,,,,,,,Gallant,Ln,,,,,,,,,4100 Gallant Ln,,,,,,28273,3201,USA,United States,ENG,0.0,-80.9558145,35.157015,-80.95681450000001,-80.9548145,35.156015000000004,35.158015,
Sterling Elementary,"9601 China Grove Church Rd, Pineville, NC 28134","9601 China Grove Church Rd, Pineville, North Carolina, 28134",-80.88645498514153,35.10735704276057,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Pineville,,POINT (-80.88645498499994 35.10735704300004),A,"9601 China Grove Church Rd, Pineville, NC, 28134, USA",9601 China Grove Church Rd,,,"9601 China Grove Church Rd, Pineville, North Carolina, 28134",,,20.0,,9601,,,,,,,China Grove Church,Rd,,,,,,,,,9601 China Grove Church Rd,,,,,,28134,9483,USA,United States,ENG,0.0,-80.88489,35.107551,-80.88589,-80.88389,35.106551,35.108551,
Stoney Creek Elementary,"14015 Mallard Roost Rd, Charlotte, NC 28262","14015 Mallard Roost Rd, Charlotte, North Carolina, 28262",-80.7248912440126,35.34736209057011,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.72489124399993 35.34736209100004),A,"14015 Mallard Roost Rd, Charlotte, NC, 28262, USA",14015 Mallard Roost Rd,,,"14015 Mallard Roost Rd, Charlotte, North Carolina, 28262",,,20.0,,14015,,,,,,,Mallard Roost,Rd,,,,,,,,,14015 Mallard Roost Rd,,,,,,28262,1757,USA,United States,ENG,0.0,-80.72541,35.34831,-80.72641,-80.72440999999999,35.34731,35.349309999999996,
Thomasboro Academy,"538 Bradford Dr, Charlotte, NC 28208","538 Bradford Dr, Charlotte, North Carolina, 28208",-80.89758773503887,35.25478485902234,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.89758773499995 35.25478485900004),A,"538 Bradford Dr, Charlotte, NC, 28208, USA",538 Bradford Dr,,,"538 Bradford Dr, Charlotte, North Carolina, 28208",,,20.0,,538,,,,,,,Bradford,Dr,,,,,,,,,538 Bradford Dr,,,,,,28208,2265,USA,United States,ENG,0.0,-80.898597,35.254953,-80.899597,-80.89759699999999,35.253953,35.255953,
University Meadows Elementary,"1600 Pavilion Blvd, Charlotte, NC 28262","1600 Pavilion Blvd, Charlotte, North Carolina, 28262",-80.71336505242583,35.31561641713326,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.71336505199997 35.31561641700006),A,"1600 Pavilion Blvd, Charlotte, NC, 28262, USA",1600 Pavilion Blvd,,,"1600 Pavilion Blvd, Charlotte, North Carolina, 28262",,,20.0,,1600,,,,,,,Pavilion,Blvd,,,,,,,,,1600 Pavilion Blvd,,,,,,28262,8105,USA,United States,ENG,0.0,-80.7145065,35.315415,-80.7155065,-80.7135065,35.314415000000004,35.316415,
Villa Heights Elementary,"800 Everett Place, Charlotte, NC 28205","800 Everett Pl, Charlotte, North Carolina, 28205",-80.81271681502102,35.23725066357003,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.81271681499999 35.23725066400004),A,"800 Everett Pl, Charlotte, NC, 28205, USA",800 Everett Pl,,,"800 Everett Pl, Charlotte, North Carolina, 28205",,,20.0,,800,,,,,,,Everett,Pl,,,,,,,,,800 Everett Pl,,,,,,28205,1930,USA,United States,ENG,0.0,-80.8127775,35.236791,-80.8137775,-80.81177749999999,35.235791,35.237790999999994,
West Mecklenburg High School,"7400 Tuckaseegee Rd, Charlotte, NC 28214","7400 Tuckaseegee Rd, Charlotte, North Carolina, 28214",-80.9518844787926,35.24647440559114,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.95188447899994 35.24647440600006),A,"7400 Tuckaseegee Rd, Charlotte, NC, 28214, USA",7400 Tuckaseegee Rd,,,"7400 Tuckaseegee Rd, Charlotte, North Carolina, 28214",,,20.0,,7400,,,,,,,Tuckaseegee,Rd,,,,,,,,,7400 Tuckaseegee Rd,,,,,,28214,2621,USA,United States,ENG,0.0,-80.952147,35.247483,-80.953147,-80.95114699999999,35.246483000000005,35.248483,
Westerly Hills Academy,"4420 Denver Ave, Charlotte, NC 28208","4420 Denver Ave, Charlotte, North Carolina, 28208",-80.91188361414436,35.23081459157973,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.91188361399998 35.23081459200006),A,"4420 Denver Ave, Charlotte, NC, 28208, USA",4420 Denver Ave,,,"4420 Denver Ave, Charlotte, North Carolina, 28208",,,20.0,,4420,,,,,,,Denver,Ave,,,,,,,,,4420 Denver Ave,,,,,,28208,3620,USA,United States,ENG,0.0,-80.911188,35.23216500000001,-80.912188,-80.91018799999999,35.23116500000001,35.23316500000001,
Whitewater Academy,"11600 White Rapids Rd, Charlotte, NC 28214","11600 White Rapids Rd, Charlotte, North Carolina, 28214",-80.9896712412713,35.28217098343756,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.98967124099994 35.28217098300007),A,"11600 White Rapids Rd, Charlotte, NC, 28214, USA",11600 White Rapids Rd,,,"11600 White Rapids Rd, Charlotte, North Carolina, 28214",,,20.0,,11600,,,,,,,White Rapids,Rd,,,,,,,,,11600 White Rapids Rd,,,,,,28214,2813,USA,United States,ENG,0.0,-80.99055,35.283123,-80.99155,-80.98955,35.282123000000006,35.284123,
William Amos Hough High,"12420 Bailey Rd, Cornelius, NC 28031","12420 Bailey Rd, Cornelius, North Carolina, 28031",-80.82755967060957,35.469129497259644,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Cornelius,,POINT (-80.82755967099996 35.46912949700004),A,"12420 Bailey Rd, Cornelius, NC, 28031, USA",12420 Bailey Rd,,,"12420 Bailey Rd, Cornelius, North Carolina, 28031",,,20.0,,12420,,,,,,,Bailey,Rd,,,,,,,,,12420 Bailey Rd,,,,,,28031,9134,USA,United States,ENG,0.0,-80.828163,35.46803700000001,-80.82916300000001,-80.827163,35.46703700000001,35.46903700000001,
Winding Springs Elementary,"6601 Horace Mann Rd, Charlotte, NC 28269","6601 Horace Mann Rd, Charlotte, North Carolina, 28269",-80.82766449301685,35.30681053064246,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.82766449299999 35.30681053100005),A,"6601 Horace Mann Rd, Charlotte, NC, 28269, USA",6601 Horace Mann Rd,,,"6601 Horace Mann Rd, Charlotte, North Carolina, 28269",,,20.0,,6601,,,,,,,Horace Mann,Rd,,,,,,,,,6601 Horace Mann Rd,,,,,,28269,8811,USA,United States,ENG,0.0,-80.828658,35.306532000000004,-80.82965800000001,-80.827658,35.30553200000001,35.307532,
Windsor Park Elementary,"3910 Sudbury Rd, Charlotte, NC 28205","3910 Sudbury Rd, Charlotte, North Carolina, 28205",-80.75937138501891,35.224392969358476,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.75937138499995 35.22439296900006),A,"3910 Sudbury Rd, Charlotte, NC, 28205, USA",3910 Sudbury Rd,,,"3910 Sudbury Rd, Charlotte, North Carolina, 28205",,,20.0,,3910,,,,,,,Sudbury,Rd,,,,,,,,,3910 Sudbury Rd,,,,,,28205,4543,USA,United States,ENG,0.0,-80.760024,35.223219,-80.761024,-80.759024,35.222219,35.224219,
Winterfield Elementary,"3100 Winterfield Pl, Charlotte, NC 28205","3100 Winterfield Pl, Charlotte, North Carolina, 28205",-80.76626869450001,35.20759701918724,PointAddress,100.0,M,North Carolina,NC,Mecklenburg County,,Charlotte,,POINT (-80.76626869499995 35.20759701900005),A,"3100 Winterfield Pl, Charlotte, NC, 28205, USA",3100 Winterfield Pl,,,"3100 Winterfield Pl, Charlotte, North Carolina, 28205",,,20.0,,3100,,,,,,,Winterfield,Pl,,,,,,,,,3100 Winterfield Pl,,,,,,28205,5937,USA,United States,ENG,0.0,-80.767098,35.207982,-80.76809800000001,-80.766098,35.206982,35.208982,
