geoid,ncessch,school_name,street_location,city_location,enrollment,school_level,school_type,school_age_kids_in_tract,tract_pct_nonwhite,market_share_total,scl_pct_nonwhite,share_frl_eligible,meps_poverty_pct,student_teacher_ratio,test_sfh_pct,median_gross_rent,median_owner_cost_mortgage,percent_renter_occupied,percent_owner_occupied
37119002903,370297001272,Sharon Elementary School,4330 Foxcroft Rd,Charlotte,756,Primary,Regular school,763,14.4,0.4469496021220159,24.6,6,0,14.8,39,1385,4001,50,50
37119003012,370297000889,Smithfield Elementary School,3200 Smithfield Church Rd,Charlotte,608,Primary,Regular school,1170,27.4,0.6046228710462287,64.5,26.3,9.5,14.8,55,1469,2111,47,53
37119003807,370297001273,South Academy of International Languages,8300 Nations Ford Rd,Charlotte,1226,Primary,Regular school,1779,91.5,0.6189336689499252,61.5,12.3,15.4,15.3,52,1158,1085,64,36
37119005815,370297000632,South Charlotte Middle School,8040 Strawberry Ln,Charlotte,835,Middle,Regular school,771,27,0.5094890510948905,36.9,7.5,0.4,20.4,51,1285,2367,34,66
37119005828,370297001274,South Mecklenburg High School,8900 Park Rd,Charlotte,3259,High,Regular school,731,13.4,0.3413705583756345,69.9,21.9,9.6,19.5,51,1313,1515,18,82
37119005913,370297003558,South Pine Academy,2541 Sandy Porter Rd,Charlotte,494,Primary,Regular school,1512,74.2,0.6189336689499252,96.4,35.2,NA,12.3,75,1303,1257,31,69
37119005910,370297002678,Southwest Middle School,13624 Steele Creek Rd,Charlotte,1328,Middle,Regular school,1600,78.3,0.5785932721712538,87,28.2,14.8,17,52,1359,1519,60,40
37119003106,370297003356,Starmount Academy of Excellence,1600 Brookdale Ave,Charlotte,435,Primary,Regular school,1501,55.4,0.6593023255813953,97,42.1,30,13.2,46,1161,1589,28,72
37119005405,370297001277,Statesville Road Elementary School,5521 Milhaven Ln,Charlotte,449,Primary,Regular school,658,94.7,0.68140589569161,98.9,99.3,33.7,14.5,75,1252,1014,36,64
37119005928,370297001278,Steele Creek Elementary School,4100 Gallant Ln,Charlotte,492,Primary,Regular school,263,58.7,0.7486486486486487,95.9,36,19.6,13.7,94,NA,1235,15,85
37119005824,370297001279,Sterling Elementary School,9601 China Grove Church Rd,Pineville,698,Primary,Regular school,1826,72.5,0.7644557823129252,97.9,99.6,33,14.2,58,1256,1831,37,63
37119005531,370297003131,Stoney Creek Elementary School,14015 Mallard Roost Rd,Charlotte,786,Primary,Regular school,1513,51.1,0.4181264280274181,95.9,99.2,28.7,16,61,1238,1605,43,57
37119004302,370297001280,Thomasboro Academy,538 Bradford Dr,Charlotte,584,Primary,Regular school,1605,94.3,0.5844961240310077,98.3,99.5,32.6,12.7,67,1029,876,60,40
37119006212,370297002785,Torrence Creek Elementary School,14550 Ranson Rd,Huntersville,685,Primary,Regular school,927,34.5,0.6067892503536068,52.8,19.4,9.5,14,54,1473,1821,46,54
37119006105,370297003311,Trillium Springs Montessori,9213 Beatties Ford Rd,Huntersville,204,Primary,Regular school,725,69.8,0.6476868327402135,58.3,7.4,10.3,13.6,97,1652,1558,28,72
37119006012,370297001282,Tuckaseegee Elementary School,2028 Little Rock Rd,Charlotte,581,Primary,Regular school,1236,68.4,0.8854166666666666,97.8,99.5,33.9,14.2,97,1347,1207,17,83
37119006012,370297000871,Turning Point Academy,8701 Moores Chapel Rd,Charlotte,50,High,Other/alternative school,1236,68.4,0.8854166666666666,98,94,31.1,1.8,97,1347,1207,17,83
37119005609,370297000652,University Meadows Elementary School,1600 Pavilion Blvd,Charlotte,716,Primary,Regular school,301,72.1,0.8801652892561983,95.3,99.6,31.4,18.4,0,875,NA,94,6
37119004600,370297001893,University Park Creative Arts,2400 Hildebrand St,Charlotte,339,Primary,Regular school,492,97.8,0.6189336689499252,98.5,99.1,35.1,13.6,80,1100,883,54,46
37119005623,370297003419,Vaughan Academy of Technology,8601 Old Concord Rd,Charlotte,344,Primary,Regular school,530,77.1,0.6132404181184669,94.2,30.5,18.2,14.3,21,1216,1603,82,18
37119000900,370297003466,Villa Heights Elementary School,800 Everett Place,Charlotte,122,Primary,Regular school,243,54.2,0.636986301369863,80.3,97.5,30.4,13.6,74,1343,1955,37,63
37119004900,370297002660,Walter G. Byers School,1415 Hamilton St,Charlotte,369,Primary,Regular school,131,94.4,0.8425925925925926,98.6,99.2,35.5,9.7,94,1125,1197,25,75
37119004600,370297001285,West Charlotte High School,2219 Senior Dr,Charlotte,1453,High,Regular school,492,97.8,0.6189336689499252,98.1,99.8,34.1,15.1,80,1100,883,54,46
37119006012,370297001286,West Mecklenburg High School,7400 Tuckaseegee Rd,Charlotte,1211,High,Regular school,1236,68.4,0.8854166666666666,96.9,99.2,31.3,16.1,97,1347,1207,17,83
37119004000,370297001287,Westerly Hills Academy,4420 Denver Ave,Charlotte,392,Primary,Regular school,1199,85.6,0.6032461677186655,98.2,99.2,32.4,15.1,66,1073,886,54,46
37119006005,370297003018,Whitewater Academy,11600 White Rapids Rd,Charlotte,764,Primary,Regular school,921,59.7,0.6882640586797066,92.5,99.6,32.1,15.3,87,788,1238,18,82
37119006005,370297003146,Whitewater Middle School,10201 Running Rapids Rd,Charlotte,748,Middle,Regular school,921,59.7,0.6882640586797066,94.5,98,32.4,15.9,87,788,1238,18,82
37119006409,370297003175,William Amos Hough High School,12420 Bailey Rd,Cornelius,2470,High,Regular school,578,7.7,0.48783977110157367,29.7,6.7,1.9,21.3,59,1221,2120,28,72
37119005100,370297003416,Williams Secondary Montessori,2400 Carmine St,Charlotte,366,High,Regular school,208,89.9,0.6189336689499252,35.2,6.6,12.3,15.9,62,915,821,70,30
37119006012,370297003468,Wilson STEM Academy,7020 Tuckaseegee Rd,Charlotte,431,Middle,Regular school,1236,68.4,0.8854166666666666,97.4,99.3,32.6,13.5,97,1347,1207,17,83
37119005403,370297001601,Winding Springs Elementary School,6601 Horace Mann Rd,Charlotte,742,Primary,Regular school,1605,90.1,0.5118155619596542,97.6,99.6,32,16.1,86,1126,1115,35,65
37119001606,370297001290,Windsor Park Elementary School,3910 Sudbury Rd,Charlotte,510,Primary,Regular school,1574,74.7,0.6278814489571899,96.7,99.4,33.3,15.5,56,1088,1309,63,37
37119005924,370297002857,Winget Park Elementary School,12235 Winget Rd,Charlotte,652,Primary,Regular school,1844,58.8,0.5935868754660701,72.2,17.8,11.8,15.5,91,1737,1828,21,79
37119001702,370297001291,Winterfield Elementary School,3100 Winterfield Pl,Charlotte,615,Primary,Regular school,2696,75,0.699625468164794,97.4,99.5,33.4,16.6,44,1024,1272,62,38
